Ds,x,g_x
0.27,0.27500000000000036,0.6375273907230254
0.27,0.30000000000000027,0.6486579244171866
0.27,0.3250000000000002,0.6594717126714784
0.27,0.3500000000000001,0.6699573456687337
0.27,0.375,0.6801059671492933
0.27,0.40000000000000036,0.6899111683536325
0.27,0.42500000000000027,0.6993688538535131
0.27,0.4500000000000002,0.7084770853165487
0.27,0.4750000000000001,0.7172359091131795
0.27,0.5,0.7256471733420126
0.27,0.5250000000000004,0.7337143393664776
0.27,0.5500000000000003,0.7414422923695024
0.27,0.5750000000000002,0.748837154786942
0.27,0.6000000000000001,0.7559061058128991
0.27,0.625,0.7626572095125175
0.27,0.6500000000000004,0.7690992534549252
0.27,0.6750000000000003,0.7752415992085611
0.27,0.7000000000000002,0.7810940455346347
0.27,0.7250000000000001,0.7866667046779577
0.27,0.75,0.7919698917894179
0.27,0.7750000000000004,0.7970140272189586
0.27,0.8000000000000003,0.801809551187629
0.27,0.8250000000000002,0.8063668501758988
0.27,0.8500000000000001,0.8106961942458726
0.27,0.875,0.8148076844398046
0.27,0.9000000000000004,0.8187112093589797
0.27,0.9250000000000003,0.8224164100185565
0.27,0.9500000000000002,0.8259326520889274
0.27,0.9750000000000001,0.8292690046668397
0.27,1.0,0.8324342247649937
0.27,1.0250000000000004,0.8354367467629132
0.27,1.0499999999999998,0.8382846761211745
0.27,1.0750000000000002,0.8409857867227811
0.27,1.1000000000000005,0.8435475212674692
0.27,1.125,0.8459769942053782
0.27,1.1500000000000004,0.8482809967546187
0.27,1.1749999999999998,0.8504660036020292
0.27,1.2000000000000002,0.8525381809372755
0.27,1.2250000000000005,0.8545033955171576
0.27,1.25,0.8563672244994226
0.27,1.2750000000000004,0.8581349658236015
0.27,1.2999999999999998,0.8598116489504986
0.27,1.3250000000000002,0.8614020458022179
0.27,1.3500000000000005,0.8629106817712129
0.27,1.375,0.8643418466901313
0.27,1.4000000000000004,0.8656996056744294
0.27,1.4249999999999998,0.8669878097672103
0.27,1.4500000000000002,0.8682101063307058
0.27,1.4750000000000005,0.8693699491416216
0.27,1.5,0.8704706081583956
0.27,1.5250000000000004,0.8715151789375492
0.27,1.5499999999999998,0.8725065916839378
0.27,1.5750000000000002,0.8734476199260525
0.27,1.6000000000000005,0.874340888812721
0.27,1.625,0.8751888830318114
0.27,1.6500000000000004,0.8759939543549553
0.27,1.6749999999999998,0.8767583288150205
0.27,1.7000000000000002,0.8774841135251781
0.27,1.7250000000000005,0.8781733031500282
0.27,1.75,0.8788277860404309
0.27,1.7750000000000004,0.8794493500445355
0.27,1.8000000000000007,0.8800396880080494
0.27,1.8250000000000002,0.880600402977093
0.27,1.8500000000000005,0.8811330131171118
0.27,1.875,0.881638956361265
0.27,1.9000000000000004,0.8821195948015518
0.27,1.9250000000000007,0.8825762188356672
0.27,1.9500000000000002,0.8830100510822435
0.27,1.9750000000000005,0.8834222500767315
0.27,2.0,0.8838139137597434
0.27,2.0250000000000004,0.8841860827692113
0.27,2.0500000000000007,0.8845397435472309
0.27,2.075,0.8848758312719709
0.27,2.1000000000000005,0.885195232624534
0.27,2.125,0.8854987884001638
